MeshID	DrugBankIDs
MESH:C571178	DB11666
MESH:D009756	DB06152
MESH:D009761	DB00646
MESH:C064976	DB11919
MESH:C520962	DB12191
MESH:C464660	DB05990
MESH:D009768	DB13750
MESH:C000611266	DB05336
MESH:C408162	DB13811
MESH:C410029	DB14069
MESH:C072259	DB06229
MESH:D000077609	DB08633
MESH:C501948	DB06529
MESH:C543265	DB03409
MESH:C008697	DB04333
MESH:C031492	DB04519
MESH:C034681	DB02910
MESH:C034213	DB12624
MESH:C088673	DB09535
MESH:D009655	DB13251
MESH:C005394	DB04189
MESH:C100237	DB00517
MESH:D015282	DB00104
MESH:C100832	DB12040|DB15086
MESH:C456972	DB14134
MESH:C087303	DB07924
MESH:C118580	DB09496
MESH:C466618	DB15469
MESH:C000629482	DB13041
MESH:C527128	DB06670
MESH:C514804	DB06609
MESH:D015242	DB01165
MESH:C506613	DB12375
MESH:C503781	DB05487
MESH:D019319	DB02169
MESH:D000077152	DB00334
MESH:C531550	DB09074
MESH:C492454	DB04869
MESH:D009827	DB11442
MESH:C021065	DB12843
MESH:D019301	DB04224
MESH:C108709	DB04870
MESH:C522838	DB05185
MESH:D000069463	DB09567
MESH:C437965	DB00275
MESH:C000617753	DB13164
MESH:C549647	DB09080
MESH:C090046	DB02116
MESH:C475587	DB04662
MESH:D000069605	DB00768
MESH:C000626907	DB15245
MESH:C032587	DB01250
MESH:C026209	DB12539
MESH:C000591640	DB12455
MESH:C106266	DB00886
MESH:C000589490	DB12513
MESH:C547293	DB11816
MESH:D019323	DB11815
MESH:D009853	DB00338
MESH:C000632951	DB15071
MESH:C000625752	DB06610
MESH:C050566	DB13684
MESH:C530310	DB05303
MESH:C507134	DB12146
MESH:C053238	DB12637
MESH:D017294	DB00904
MESH:C459360	DB05343
MESH:C000607300	DB14802
MESH:C000629829	DB15325
MESH:C554738	DB11991
MESH:C400276	DB05461
MESH:C409942	DB05838
MESH:C516022	DB11637
MESH:C015405	DB04098
MESH:C549349	DB11632
MESH:D009888	DB12930
MESH:D009892	DB11130
MESH:C105308	DB00038
MESH:C057726	DB02105
MESH:C412603	DB12072
MESH:C095163	DB11443
MESH:C076196	DB15585
MESH:C526064	DB05423
MESH:C100708	DB04911
MESH:D000077403	DB01083
MESH:C000588919	DB12057
MESH:D009950	DB13026
MESH:D009951	DB13464
MESH:D009952	DB00129
MESH:D009963	DB02262
MESH:D009966	DB01173
MESH:C571806	DB12066
MESH:C584555	DB12427
MESH:D053139	DB00198
MESH:C568605	DB12387
MESH:C505207	DB05913
MESH:C553306	DB11837
MESH:C000596361	DB09330
MESH:C119141	DB04938
MESH:C547106	DB12078
MESH:C013691	DB02251
MESH:C550190	DB05650
MESH:C435830	DB06635
MESH:D010042	DB01092
MESH:C002781	DB04324
MESH:C005285	DB05377
MESH:C094497	DB13185
MESH:C012393	DB13363
MESH:D010068	DB00713
MESH:C005357	DB13457
MESH:D019815	DB03902
MESH:D000077150	DB00526
MESH:C019028	DB13308
MESH:D010072	DB03940
MESH:D010073	DB01096
MESH:D010074	DB00621
MESH:C003407	DB13670
MESH:D000077431	DB00991
MESH:C015408	DB12877
MESH:D010076	DB00842
MESH:C028246	DB14672
MESH:C000425	DB15491
MESH:D000078330	DB00776
MESH:C005461	DB04822
MESH:C100289	DB12532
MESH:C011962	DB13463
MESH:C011030	DB11446
MESH:C465018	DB05143
MESH:C011321	DB04910
MESH:C022155	DB00239
MESH:C026055	DB11610
MESH:C040619	DB13601
MESH:C017590	DB12086
MESH:C008735	DB13216
MESH:D010093	DB13627
MESH:C119593	DB13820
MESH:D010094	DB03209
MESH:D010096	DB01580
MESH:C005290	DB01428
MESH:C005419	DB01062
MESH:D010098	DB00497
MESH:D010099	DB13398
MESH:D010100	DB09140
MESH:D010109	DB00935
MESH:D010110	DB06412
MESH:D010111	DB01192
MESH:C084589	DB13403
MESH:D010113	DB03585
MESH:C100201	DB00383
MESH:D010114	DB04823|DB14627
MESH:D010115	DB00219
MESH:D010117	DB05262
MESH:D015125	DB11145
MESH:D010118	DB00595
MESH:D010121	DB00107
MESH:C034364	DB12017
MESH:C000607776	DB12612
MESH:C556865	DB12581
MESH:C000592413	DB12924
MESH:D010126	DB12510
MESH:D017239	DB01229
MESH:C509139	DB13809
MESH:C509302	DB12971
MESH:C503696	DB15575
MESH:C014334	DB11229
MESH:C041981	DB11570
MESH:C458513	DB06532
MESH:C447412	DB04903
MESH:C500026	DB09073
MESH:D000068882	DB01267
MESH:C005958	DB10551|DB14043
MESH:D019308	DB03796
MESH:C008757	DB04257
MESH:D000073878	DB14377
MESH:C533469	DB12812
MESH:D000077924	DB00377
MESH:C546535	DB12320
MESH:D000077268	DB00282
MESH:D010130	DB00345
MESH:D010191	DB12822
MESH:D010197	DB01337
MESH:C105565	DB13590
MESH:D000077767	DB06603
MESH:C005425	DB11190
MESH:C016030	DB14044
MESH:C016031	DB01930
MESH:D000077402	DB00213
MESH:D010205	DB01783
MESH:D010208	DB01113
MESH:C573440	DB13118
MESH:D010242	DB09117
MESH:C005731	DB00617
MESH:D010248	DB01384
MESH:C032128	DB14657
MESH:D010261	DB13495
MESH:C005408	DB14121
MESH:D010281	DB05829
MESH:C480679	DB12061
MESH:C409945	DB08439
MESH:D010293	DB01626
MESH:C084656	DB00910
MESH:D010303	DB01421
MESH:D017374	DB00715
MESH:C000656179	DB14867
MESH:C002669	DB13063
MESH:C517782	DB06663
MESH:D010365	DB15586
MESH:C516667	DB06589
MESH:C078052	DB11774
MESH:C000630842	DB13000
MESH:C551803	DB09053
MESH:C506614	DB07101
MESH:C100442	DB02570
MESH:C403095	DB02567
MESH:D000074241	DB13964
MESH:C001405	DB13459
MESH:D010368	DB11158
MESH:C000608065	DB11708
MESH:D015366	DB00487
MESH:C115093	DB12842
MESH:C495058	DB04895
MESH:C042705	DB00059
MESH:C000630067	DB15365
MESH:C455861	DB00019|DB13200
MESH:C000632591	DB15162
MESH:C556270	DB08894
MESH:C100416	DB00008
MESH:C417083	DB00022
MESH:C428112	DB09122
MESH:C000600496	DB14767
MESH:C031545	DB05321|DB09208
MESH:C406545	DB00082
MESH:C577771	DB06611
MESH:C104194	DB02568
MESH:C516135	DB12757
MESH:C040375	DB12150
MESH:D000068437	DB00642
MESH:C055139	DB00885
MESH:D010389	DB01230
MESH:C016646	DB13739
MESH:D010394	DB01359
MESH:C053539	DB00299
MESH:C058388	DB12987
MESH:D010395	DB13791
MESH:D010396	DB00859
MESH:D010400	DB01053
MESH:C006414	DB03550
MESH:D010404	DB00417
MESH:C005470	DB13264
MESH:C098189	DB03167
MESH:C008783	DB13526
MESH:D010417	DB06154
MESH:C008785	DB13537
MESH:D010418	DB00183
MESH:D010419	DB00738
MESH:C046012	DB01919
MESH:C539419	DB11944
MESH:D010423	DB00652
MESH:D004369	DB14007
MESH:C081788	DB12602
MESH:C102258	DB13695
MESH:C007942	DB13634
MESH:D010424	DB00312
MESH:D010425	DB01090
MESH:D010426	DB00686
MESH:D015649	DB00552
MESH:D010431	DB00806
MESH:D010433	DB13415
MESH:C015424	DB11198
MESH:C474741	DB05413
MESH:C061785	DB05004
MESH:C000593571	DB15199
MESH:D010463	DB14556
MESH:C414210	DB06614
MESH:C551441	DB08883
MESH:D010464	DB12710
MESH:C494474	DB03138
MESH:C003072	DB05791
MESH:C108042	DB12821
MESH:C042852	DB00556
MESH:C011272	DB12727
MESH:D010479	DB01186
MESH:D010480	DB01074
MESH:C084584	DB01608
MESH:C016040	DB03001
MESH:C105905	DB06641
MESH:C032208	DB15289
MESH:D020913	DB00790
MESH:C053500	DB14213
MESH:D026023	DB04930
MESH:C065533	DB08922
MESH:D010546	DB00850
MESH:C028675	DB14651
MESH:C539977	DB05687
MESH:C068929	DB10789
MESH:D010567	DB15274
MESH:C025080	DB11482
MESH:D010577	DB11058
MESH:C539933	DB11759
MESH:C542342	DB12572
MESH:C000600259	DB12978
MESH:C560205	DB12998
MESH:C532366	DB12611
MESH:C000619499	DB11736
MESH:C550357	DB11878
MESH:C569762	DB12138
MESH:C582730	DB14887
MESH:C000629947	DB14955
MESH:C561943	DB06070
MESH:C000600968	DB11843
MESH:C000618268	DB14856
MESH:C000622589	DB15221
MESH:C000620071	DB12269
MESH:C000624434	DB15065
MESH:C000609788	DB14768
MESH:C000614924	DB14924
MESH:C000630838	DB15003
MESH:C000599898	DB15396
MESH:C530956	DB14813
MESH:C000606714	DB14870
MESH:C542398	DB07941
MESH:C004902	DB13469
MESH:C005396	DB01121
MESH:D010615	DB03783
MESH:C054783	DB09178
MESH:D010620	DB13606
MESH:D010621	DB01438
MESH:D010622	DB03575
MESH:C100294	DB01579
MESH:D010624	DB00780
MESH:C100209	DB13337
MESH:C029261	DB04325
MESH:C058305	DB12695
MESH:C005825	DB13362
MESH:D010629	DB00914
MESH:C005440	DB13413
MESH:C005430	DB01619
MESH:D010630	DB00498
MESH:C084776	DB09250
MESH:D010632	DB01620
MESH:D010633	DB00830
MESH:D010634	DB01174
MESH:D019800	DB03255
MESH:D020113	DB04824
MESH:D010637	DB13212
MESH:D010638	DB13605
MESH:C031637	DB11447
MESH:C006166	DB13717
MESH:D010643	DB00925
MESH:C005398	DB11304
MESH:C008837	DB13354
MESH:D010644	DB00946
MESH:C092280	DB04892|DB15317
MESH:C100129	DB00832
MESH:D010645	DB00191
MESH:D010646	DB00692
MESH:C037254	DB06807
MESH:C013192	DB02178
MESH:C025136	DB09269
MESH:D010649	DB00120
MESH:C020457	DB04029
MESH:D010653	DB00812
MESH:C018632	DB04584
MESH:D010656	DB00388
MESH:C037240	DB01963
MESH:D010626	DB02192
MESH:C012482	DB02279
MESH:C074782	DB03298
MESH:D010665	DB00397
MESH:C031606	DB03884
MESH:C026041	DB11071
MESH:C025208	DB14667
MESH:C008865	DB11160
MESH:D010672	DB00252
MESH:D010696	DB12944
MESH:C008872	DB09209
MESH:D010706	DB11448
MESH:C483858	DB04327
MESH:D010718	DB00144
MESH:C003121	DB02663
MESH:C008881	DB06776
MESH:D010725	DB13191
MESH:D010728	DB01819
MESH:C013193	DB02726
MESH:C008886	DB03026
MESH:C120158	DB05808
MESH:C003126	DB03174
MESH:D010746	DB02823
MESH:C008890	DB02557
MESH:C030242	DB09394
MESH:D010758	DB14151
MESH:C005448	DB01738
MESH:D019000	DB01962
MESH:C032279	DB02746
MESH:C013647	DB12983
MESH:C100300	DB13248
MESH:D010136	DB09352
MESH:D010830	DB00981
MESH:D010833	DB14981
MESH:C012491	DB14119
MESH:C479132	DB04873
MESH:C000622691	DB13878
MESH:C483506	DB14074
MESH:C087566	DB01791
MESH:C005253	DB13607
MESH:C510463	DB12361
MESH:C030614	DB11175
MESH:C011581	DB13327
MESH:C005858	DB03651
MESH:C415032	DB12802
MESH:D010852	DB00466
MESH:C064893	DB11364
MESH:D010862	DB01085
MESH:C042288	DB12712
MESH:C004479	DB05383
MESH:C510793	DB05316
MESH:C117268	DB00337
MESH:D010867	DB01856
MESH:C004327	DB13292
MESH:C033221	DB13579
MESH:C041648	DB11450
MESH:C000605010	DB14974
MESH:C033815	DB12485
MESH:D010868	DB01100
MESH:D020110	DB06762
MESH:C000603979	DB15432
MESH:C013199	DB09090
MESH:C010763	DB13335
MESH:D010869	DB00960
MESH:D000077205	DB01132
MESH:C005569	DB09286
MESH:C016064	DB08796
MESH:D017300	DB01338
MESH:D010876	DB13823
MESH:C004377	DB13844
MESH:C030078	DB13991
MESH:D010878	DB00319
MESH:C034759	DB13941
MESH:D000077489	DB00592
MESH:C010293	DB13351
MESH:C008922	DB12582
MESH:D010882	DB09350
MESH:D010885	DB00236
MESH:C084783	DB01621
MESH:C084823	DB11584
MESH:C003155	DB13202
MESH:D010889	DB09210
MESH:C027260	DB11616
MESH:C009118	DB01291
MESH:D010890	DB00670
MESH:C015451	DB02925
MESH:C093844	DB04951
MESH:C062426	DB09165
MESH:D010891	DB12478
MESH:D010892	DB12492
MESH:C024530	DB03695
MESH:C034093	DB11537
MESH:C009830	DB09244
MESH:D010893	DB13744
MESH:D010894	DB00554
MESH:C008924	DB13722
MESH:C108475	DB08860
MESH:C516975	DB11642
MESH:C038979	DB12951
MESH:C008928	DB09252
MESH:C070441	DB05103
MESH:D010917	DB01604
MESH:C086548	DB06193
MESH:D010918	DB06153
MESH:C583022	DB15355
MESH:C586663	DB15426
MESH:C046162	DB04522
MESH:D010972	DB02261
MESH:C510909	DB08407
MESH:D010984	DB12257
MESH:C550938	DB12615
MESH:C584575	DB13170
MESH:C088327	DB06809
MESH:D008926	DB06810
MESH:C098980	DB04977
MESH:C500383	DB12454
MESH:C568606	DB12674
MESH:C559284	DB15273
MESH:C543015	DB11905
MESH:D011033	DB09094
MESH:D011034	DB01179
MESH:C061957	DB09221
MESH:C000600736	DB12240
MESH:C100295	DB13507
MESH:D000077423	DB06811
MESH:C031233	DB12277
MESH:D011060	DB11451
MESH:D020442	DB11252|DB11333
MESH:C058229	DB11263
MESH:C033375	DB14836
MESH:C008958	DB09369
MESH:C009314	DB11225
MESH:D011112	DB00781
MESH:C061199	DB11236
MESH:D011136	DB11063|DB11178
MESH:D011139	DB01324
MESH:D011142	DB11060
MESH:C545373	DB08901
MESH:C550169	DB12016
MESH:C068291	DB09113
MESH:D011160	DB06478
MESH:D011162	DB02272
MESH:C101425	DB01263
MESH:C453362	DB04850
MESH:D011188	DB14500
MESH:D019347	DB14498
MESH:C026329	DB11098
MESH:C037593	DB13977
MESH:D011189	DB00761
MESH:D019357	DB09125
MESH:C029943	DB11153
MESH:D011193	DB06715
MESH:C023844	DB11090
MESH:C009006	DB09418
MESH:D011196	DB13831
MESH:C031512	DB14499
MESH:D011205	DB11061
MESH:D011206	DB06812
MESH:C108326	DB05458
MESH:C488724	DB05864
MESH:D045542	DB03205
MESH:C522381	DB05968
MESH:D011217	DB01297
MESH:C497721	DB05478|DB15550
MESH:C000594809	DB12866
MESH:D011219	DB13555
MESH:C028797	DB00733
MESH:C476331	DB04875
MESH:C482452	DB06295
MESH:D000077487	DB00413|DB15130
MESH:C038438	DB13247
MESH:C105254	DB01278
MESH:C005548	DB09345
MESH:C047681	DB01411
MESH:D000068799	DB06209
MESH:D017035	DB00175
MESH:D011222	DB01588
MESH:D011223	DB01058
MESH:D011224	DB00457
MESH:C035287	DB01130
MESH:D011238	DB12832
MESH:D011239	DB00860
MESH:C418962	DB05825
MESH:C009935	DB15566
MESH:C021322	DB14633
MESH:C009022	DB14631
MESH:C009021	DB14632
MESH:D011241	DB00635
MESH:C036266	DB13208
MESH:D000069583	DB00230
MESH:D011280	DB12308|DB12972
MESH:D011284	DB02789
MESH:D011294	DB13777
MESH:D011299	DB04825
MESH:C005550	DB08427
MESH:C100196	DB13447
MESH:C410767	DB05154
MESH:C000608121	DB12008
MESH:C009185	DB13642
MESH:C483720	DB11947
MESH:D011318	DB00750
MESH:D011319	DB01087
MESH:D011324	DB00794
MESH:C113282	DB05100
MESH:D025762	DB13704
MESH:C453221	DB11844
MESH:C525434	DB13688
MESH:C120231	DB05385
MESH:D011339	DB01032
MESH:C100296	DB13289
MESH:D011341	DB01599
MESH:D011342	DB01035
MESH:D011343	DB00721
MESH:D000077740	DB14812
MESH:D011344	DB01168
MESH:D017265	DB01366
MESH:D011346	DB00433
MESH:D011352	DB00387
MESH:C084820	DB00392
MESH:D011370	DB01123
MESH:C425983	DB14820
MESH:C017985	DB00837
MESH:D011374	DB00396
MESH:C019541	DB13527
MESH:D011377	DB13431
MESH:D002727	DB01131
MESH:C511763	DB04992
MESH:D011392	DB00172
MESH:C005598	DB13438
MESH:D011395	DB00420
MESH:D011397	DB13602
MESH:C013657	DB12487
MESH:D011398	DB01069
MESH:C010308	DB13229
MESH:C063776	DB09288
MESH:D011405	DB01182
MESH:C005555	DB13296
MESH:D011410	DB13234
MESH:D011413	DB00782
MESH:C026352	DB13255
MESH:C032114	DB06479
MESH:C100135	DB13660
MESH:D011419	DB02166
MESH:D011420	DB09348
MESH:C084591	DB00777
MESH:C034666	DB04161
MESH:C029658	DB03766
MESH:C009061	DB02912
MESH:C026328	DB11540
MESH:C015586	DB12278
MESH:D015742	DB00818
MESH:D011430	DB09342
MESH:D011433	DB00571|DB03322
MESH:C026498	DB01670
MESH:C004765	DB01701
MESH:D019946	DB01839
MESH:D011435	DB12450
MESH:C084814	DB06714
MESH:D011440	DB09366
MESH:C006068	DB14177
MESH:D011441	DB00550
MESH:C009077	DB13524
MESH:C011385	DB13649
MESH:C026473	DB01404
MESH:D011442	DB13307
MESH:C042026	DB02304
MESH:D015230	DB02056
MESH:C038291	DB03866
MESH:C009981	DB11454
MESH:D011486	DB11312
MESH:D011515	DB12667
MESH:C069248	DB12958
MESH:D011516	DB11311
MESH:C025667	DB11330
MESH:C005581	DB11268
MESH:C009091	DB03946
MESH:C010312	DB06814
MESH:C028025	DB02285
MESH:D011526	DB00785
MESH:D011530	DB00344
MESH:C005583	DB13819
MESH:C084552	DB13253
MESH:C005717	DB00807
MESH:C003237	DB13449
MESH:C580915	DB14562
MESH:C406662	DB06480
MESH:C074191	DB11892
MESH:D054199	DB00852
MESH:C556498	DB12896
MESH:C003243	DB15087
MESH:D011562	DB11664
MESH:D011620	DB11097
MESH:C005584	DB04196
MESH:C420459	DB12777
MESH:C033607	DB12290
MESH:C005144	DB14374
MESH:C482040	DB12402
MESH:D011691	DB08437
MESH:D011700	DB01917
MESH:C000628793	DB15416
MESH:C043940	DB13514
MESH:D011715	DB11156
MESH:D011718	DB00339
MESH:C000628385	DB14718
MESH:C031280	DB02757
MESH:D011729	DB00545
MESH:D011730	DB00147
MESH:D011732	DB00114
MESH:D011733	DB11673
MESH:C010627	DB02142
MESH:D011736	DB00165
MESH:C024593	DB02209
MESH:D011738	DB06691
MESH:D011739	DB00205
MESH:C009131	DB03068
MESH:C009656	DB13412
MESH:C008704	DB06815
MESH:D011746	DB13084
MESH:C005589	DB13331
MESH:C084641	DB13254
MESH:C012018	DB02749
MESH:C027871	DB12975
MESH:C436408	DB02756
MESH:C000622954	DB14993
MESH:C428024	DB12847
MESH:C013665	DB13846
MESH:D011761	DB03088
MESH:D011764	DB13603
MESH:D011765	DB03587
MESH:C009144	DB03578
MESH:D019289	DB00119
MESH:C024631	DB06816
MESH:C018375	DB14198
MESH:C025130	DB01589
MESH:D011794	DB04216
MESH:D000069348	DB01224
MESH:C019549	DB14732
MESH:C014742	DB13713
MESH:D011796	DB01103
MESH:D011797	DB02240
MESH:C046650	DB09097
MESH:C008898	DB02428
MESH:D000077583	DB00881
MESH:C054501	DB14217
MESH:C005620	DB13484
MESH:D011800	DB04575
MESH:C050700	DB01325
MESH:C026546	DB12780
MESH:C100039	DB13685|DB14679
MESH:D011802	DB00908
MESH:D011803	DB00468
MESH:D017378	DB01796
MESH:C028338	DB13246
MESH:C113825	DB01369
MESH:C541788	DB12985
MESH:D016318	DB02999
MESH:C544967	DB12874
MESH:C569679	DB12419
MESH:C546413	DB12041
MESH:C406527	DB13083
MESH:C546918	DB11888|DB12791
MESH:C540740	DB15212
MESH:C525746	DB12382
MESH:C531423	DB12762
MESH:D064750	DB01129|DB13762
MESH:C534586	DB05772
MESH:C049331	DB11696
MESH:D064697	DB13972
MESH:D064705	DB11124
MESH:C075889	DB12753
MESH:D020891	DB12518
MESH:C060897	DB11541
MESH:C000627876	DB13939
MESH:C496215	DB11790
MESH:C000627932	DB15332
MESH:C552047	DB12339
MESH:C000626801	DB12260
MESH:C581106	DB08913
MESH:C559019	DB05984
MESH:C432703	DB06533
MESH:C499681	DB06649
MESH:C000621069	DB12462
MESH:D020849	DB00481
MESH:D000068898	DB06817
MESH:C068874	DB00293
MESH:C059694	DB12894
MESH:C063119	DB13036
MESH:C495910	DB00980
MESH:D017257	DB00178
MESH:C052549	DB14208
MESH:C041438	DB04952
MESH:C071315	DB09290
MESH:C020766	DB13832
MESH:C115070	DB05327
MESH:D011899	DB00863
MESH:D000069458	DB00243
MESH:C082938	DB04834
MESH:C031967	DB01367
MESH:C515724	DB06293
MESH:C052785	DB11656
MESH:C000627803	DB13005
MESH:C025474	DB15136
MESH:C053339	DB14729
MESH:D000077593	DB00234
MESH:C121889	DB12058
MESH:C577506	DB09109
MESH:C427184	DB13999
MESH:C103587	DB00036
MESH:C513462	DB11572
MESH:C430916	DB06213
MESH:C559147	DB08896
MESH:C082856	DB05386
MESH:C476919	DB04774
MESH:C509706	DB06367
MESH:C000633444	DB14976
MESH:C000593860	DB12678
MESH:C082134	DB13929
MESH:C568736	DB12377
MESH:C561634	DB11853
MESH:C067553	DB06458
MESH:D000077208	DB00899
MESH:C065581	DB00212
MESH:C522201	DB12404
MESH:C532127	DB12935
MESH:D017330	DB00409
MESH:C053006	DB04917
MESH:C533960	DB05224
MESH:C072379	DB00912
MESH:C111221	DB06506
MESH:C014792	DB12846
MESH:C084826	DB01180
MESH:D012110	DB00206
MESH:C024353	DB06515
MESH:C402365	DB06530
MESH:C550599	DB12392
MESH:C031389	DB11085
MESH:C058540	DB15480
MESH:D000077185	DB02709|DB05073
MESH:C508887	DB01256
MESH:C087896	DB00015
MESH:C583570	DB11855
MESH:C120260	DB14072
MESH:C094240	DB09259
MESH:C586849	DB12325
MESH:C534611	DB09043
MESH:D012210	DB02961
MESH:C020491	DB13174
MESH:C055876	DB13175
MESH:C026188	DB03825
MESH:D012254	DB00811
MESH:C009174	DB14663
MESH:C026956	DB06408
MESH:D012255	DB14704
MESH:C000589651	DB11730
MESH:D012256	DB00140
MESH:C009175	DB14727
MESH:D012266	DB15073
MESH:C009674	DB12684
MESH:D012271	DB03615
MESH:D000073879	DB11293
MESH:C030521	DB02955
MESH:C572255	DB12376
MESH:C515074	DB06233
MESH:C000601750	DB15308
MESH:C060219	DB01207
MESH:D017828	DB00615
MESH:D012293	DB01045
MESH:C023808	DB11753
MESH:C018421	DB01201
MESH:D000078262	DB01220
MESH:C000592856	DB05119
MESH:D000077769	DB11738
MESH:D000068696	DB08864
MESH:D019782	DB00740
MESH:C096323	DB00042
MESH:C000626769	DB12571
MESH:D012299	DB00478
MESH:C013769	DB00896
MESH:C084590	DB13559
MESH:D000077285	DB06155
MESH:C558237	DB05374
MESH:C542595	DB08931
MESH:C000629884	DB15305
MESH:D000068296	DB00884
MESH:D018967	DB00734
MESH:D016713	DB12693
MESH:C576374	DB12080
MESH:D012312	DB00867
MESH:D019438	DB00503
MESH:D000069552	DB06228
MESH:D000068836	DB00989
MESH:C553182	DB12778
MESH:C521549	DB09200
MESH:C093622	DB00953
MESH:C089876	DB06549
MESH:C000619999	DB14581
MESH:C066048	DB08455
MESH:C105726	DB02016
MESH:C108607	DB06538
MESH:C551524	DB11455
MESH:C107772	DB15495
MESH:C000589977	DB11907
MESH:C021082	DB13581
MESH:D000077123	DB00728
MESH:C116926	DB00533
MESH:C424423	DB01656
MESH:C000630155	DB15078
MESH:C033383	DB13409
MESH:C578834	DB09291
MESH:D020889	DB01954
MESH:D012382	DB01301
MESH:C073525	DB12670
MESH:C000625557	DB13080
MESH:C087123	DB06176
MESH:C076257	DB11543
MESH:C488777	DB05332
MESH:C561716	DB05255
MESH:C578610	DB12974
MESH:C091929	DB11456
MESH:C046649	DB00268
MESH:D000077212	DB00296
MESH:C045282	DB11366
MESH:D000077546	DB06195
MESH:D012395	DB11182
MESH:C048837	DB14214
MESH:C053775	DB14689
MESH:D000077154	DB00412
MESH:C013893	DB11165
MESH:C021083	DB00817
MESH:C106263	DB12350
MESH:D000068718	DB01098
MESH:D012402	DB11457
MESH:C477643	DB13067
MESH:C047508	DB05271
MESH:C000620223	DB13017
MESH:C000607550	DB15338
MESH:D012406	DB11458
MESH:C053742	DB08806
MESH:D015575	DB00778
MESH:C058787	DB14250
MESH:C577469	DB12060
MESH:C466035	DB04495
MESH:D012413	DB11346
MESH:C079905	DB06159
MESH:C099154	DB11829
MESH:C531549	DB12332
MESH:C079703	DB06201
MESH:C060328	DB13772
MESH:C103639	DB11614
MESH:C118874	DB05102
MESH:C412222	DB11668
MESH:D012431	DB01698
MESH:C000621654	DB11713
MESH:C402796	DB03251
MESH:C000632490	DB05971
MESH:C076134	DB13461
MESH:C084711	DB06594
MESH:C030190	DB02458
MESH:C506644	DB05457
MESH:C470586	DB05152
MESH:C518914	DB12338
MESH:C503948	DB12149
MESH:C540747	DB13938
MESH:C038391	DB03686
MESH:C105893	DB06504
MESH:C101789	DB06618
MESH:C107602	DB12410
MESH:D012439	DB12418
MESH:C000608132	DB12893
MESH:C549068	DB09292
MESH:C027548	DB02844
MESH:D012435	DB01752
MESH:D012436	DB00118
MESH:D012450	DB09446
MESH:C092797	DB06654
MESH:C005682	DB11924
MESH:C013242	DB09253
MESH:C530494	DB12391
MESH:C031060	DB08797
MESH:C005703	DB03819
MESH:D020156	DB00936
MESH:C014182	DB01399
MESH:C036562	DB13696
MESH:C010327	DB11544
MESH:D000068299	DB00938
MESH:C028815	DB00017
MESH:C066201	DB15246
MESH:C090499	DB12327
MESH:D012493	DB12403
MESH:C061972	DB05273
MESH:C000597389	DB12660
MESH:C121329	DB03393
MESH:C117959	DB06365
MESH:C000634090	DB11836
MESH:C078785	DB05400
MESH:C003402	DB00360
MESH:D019258	DB01232
MESH:C000593797	DB12541
MESH:C515233	DB11805
MESH:C047224	DB11491
MESH:D012504	DB06763
MESH:D012521	DB12519
MESH:C000629276	DB12035
MESH:C081222	DB00020
MESH:C443959	DB06454
MESH:C064294	DB12163
MESH:C046297	DB05450
MESH:C103281	DB14923
MESH:C081294	DB04996
MESH:C040972	DB14360
MESH:C502994	DB06335
MESH:C110631	DB04338
MESH:C106716	DB06429
MESH:C404922	DB13988
MESH:C512301	DB11883
MESH:C557525	DB05223
MESH:C045059	DB03602
MESH:C099860	DB04778
MESH:C466235	DB01630
MESH:D012601	DB00747
MESH:C524947	DB05051
MESH:C544142	DB12451
MESH:C009217	DB03106
MESH:C557508	DB13086
MESH:C011107	DB07645
MESH:C084833	DB00237
MESH:C016724	DB12834
MESH:D012631	DB00418
MESH:C060283	DB12179
MESH:C414354	DB11459
MESH:D012642	DB01037
MESH:D064586	DB11068
MESH:D020887	DB11127
MESH:D012643	DB11135
MESH:C025698	DB00971
MESH:D017279	DB02345
MESH:D012645	DB11142
MESH:C002979	DB12697
MESH:C016726	DB13622
MESH:C000620182	DB12706
MESH:C518915	DB05885
MESH:C523468	DB11362
MESH:C000654667	DB15220
MESH:C585161	DB11942
MESH:C000654501	DB14916
MESH:C000655226	DB14961
MESH:C000591013	DB12367
MESH:C000591245	DB13928
MESH:C097256	DB12094
MESH:C072941	DB11545
MESH:C569346	DB06294
MESH:D012673	DB13647
MESH:C472774	DB06280
MESH:D000081226	DB11365
MESH:C078903	DB04258
MESH:C000627413	DB14935
MESH:C060230	DB06739
MESH:D012694	DB00133
MESH:C551592	DB12973
MESH:D017337	DB00010
MESH:D012701	DB08839
MESH:C061131	DB01153
MESH:C066304	DB06144
MESH:D020280	DB01104
MESH:D012715	DB11172
MESH:C050605	DB09304
MESH:C000655033	DB15447
MESH:C000592794	DB12051
MESH:D000069603	DB00658
MESH:D000077149	DB01236
MESH:C000619443	DB15007
MESH:C526549	DB05210
MESH:C545188	DB12494
MESH:C042786	DB04328
MESH:C051355	DB12351
MESH:C058254	DB01105
MESH:C082343	DB11343
MESH:D000068677	DB00203
MESH:D012824	DB14138
MESH:D012825	DB12982
MESH:D012822	DB11132
MESH:C095285	DB06207
MESH:D012834	DB12965
MESH:D012835	DB11080
MESH:D012837	DB05245
MESH:D000077385	DB09298
MESH:D000077464	DB00922|DB12286
MESH:D000069616	DB06290
MESH:D012841	DB09512
MESH:C003278	DB13433
MESH:D019821	DB00641
MESH:C063287	DB14714
MESH:C113283	DB11332
MESH:D012844	DB09142
